#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-16.5231068, -56.0070627, -40.9626031, -0.6639018, -0.1229044, -0.7237360, -0.1426011, -1.2226759, -0.5628177, 1.2644658, -0.2112904, -0.2975580, 0.7140868, 0.8935035, 0.3972271, 0.8868307, 0.2655966, -0.5758513, -0.7087445, -0.6086373, 0.6081754, -0.9047495, -0.1924283, 0.7789308, -0.6328892, -0.4689592, 0.0512934)    0    0   19.12357019  4 0.560 23.98802168
(-5.4923990, -62.3522779, -34.0667968, -0.8361760, 0.0355816, -0.5325523, -0.1262210, 0.6854235, 0.4738253, 0.3495471, -1.2870150, 0.3389207, -0.3942053, 0.0728400, -0.2152188, -0.1946594, -0.7195149, -0.3224636, -0.2400635, 1.4946396, -0.2428748, 0.1522883, 0.9794934, 1.1279280, -0.2963766, 1.2138827, -0.8417135)    0    0   15.70310727  9 0.160 19.33775841
(-8.5463321, -58.0846885, -46.2589365, 0.5338280, -0.7874175, 0.1062853, -0.2893179, -0.8077411, 0.5327877, -0.4398353, 0.4464609, -0.0540031, 0.9020590, 0.4670317, -0.5284110, -1.1700802, 2.7279051, -0.2597094, 0.9146087, 0.4080259, 0.1598140, -0.1158835, -1.9152493, -0.6325927, 0.8808264, 0.3367679, -0.6162972)    0    0   14.14070596  10 0.760 17.81593201
(-16.7004723, -56.2499737, -40.7745176, -0.6639018, -0.1229044, -0.7237360, -0.1426011, -0.9181824, -0.3421869, 1.1493590, -0.2662677, -0.0089243, 0.6562468, 0.8781673, 0.3700005, 0.7595913, 0.3732068, -0.3002913, -0.8377911, -0.8335708, 0.3914427, -1.1689854, -0.2895460, 1.0307843, -0.9222683, -0.6860564, 0.0490954)    0    0   18.86613795  0 0.400 24.06429161
(-13.0523035, -62.3237334, -30.1367308, 0.0944048, -0.9891971, -0.1041246, 0.0416520, 0.7996806, 1.3479611, 0.0245586, -0.8022178, 1.1523138, 0.3682983, -0.9158161, -0.0970624, 0.2712733, 0.7285617, 1.4720056, 2.2430675, -0.9328117, 0.6343916, 0.5128677, 0.1671706, 0.2131804, -1.0986692, 1.1039385, -0.1344991)    0    0   28.45159074  0 0.400 35.38906699
(-13.1171845, -61.7766816, -30.1194802, 0.0944048, -0.9891971, -0.1041246, 0.0416520, 0.7797268, 1.3191178, 0.0296369, -0.8761056, 1.2980227, 0.5166562, -0.9041374, -0.1245952, 0.3378117, 0.7592788, 1.5793560, 2.3480347, -0.9380501, 0.6666004, 0.4503064, 0.1913364, 0.1463633, -1.0884985, 1.1946997, -0.1239046)    0    0   28.39165485  8 0.160 35.64631812
(-12.9768290, -62.6277671, -29.9407988, 0.0944048, -0.9891971, -0.1041246, 0.0416520, 0.6851441, 1.3059141, -0.0454161, -0.7136549, 1.2719625, 0.3175021, -0.6973459, -0.1491467, 0.0978107, 0.7729660, 1.5044131, 2.3083538, -0.9205686, 0.6519180, 0.4199280, 0.1236915, 0.1329302, -1.0007882, 1.1608597, -0.1428029)    0    0   28.20324135  20 0.000 35.24529785
(-12.9341635, -62.2973864, -29.9341189, 0.0944048, -0.9891971, -0.1041246, 0.0416520, 0.7974745, 1.3537737, 0.0216402, -0.7881916, 1.1503627, 0.3477134, -0.9027403, -0.0991073, 0.2506817, 0.7336108, 1.8820659, 2.5711254, -1.1198065, 0.8202267, 0.4891685, 0.1822625, 0.2680717, -1.1030017, 1.3069620, -0.2613629)    0    0   28.49793354  16 0.000 35.58547591
(-1.9167548, -61.0770353, -37.0192601, 0.7598952, -0.1990868, 0.5858230, 0.1993370, 0.1432683, 0.9776179, -0.0689547, 1.0009664, 0.4605539, 0.6864935, 0.1390132, -0.3108031, 0.2136676, -1.2718365, 0.4996053, -0.2415004, -0.5807907, 0.3524874, -0.0385153, 0.1219974, -0.0691197, -0.1890497, -0.1565524, -0.3645778)    0    0   17.93229630  0 0.640 22.67508107
(-12.7994481, -61.8735481, -29.8766570, 0.0944048, -0.9891971, -0.1041246, 0.0416520, 0.7253294, 1.2585834, -0.0196060, -0.9005761, 1.1382687, 0.4967521, -0.8237913, -0.1463091, 0.3613950, 0.7450834, 1.6322154, 2.4053345, -1.0121762, 0.7253475, 0.5677268, 0.2106476, 0.2115786, -1.2102223, 1.2238333, -0.1222217)    0    0   28.93735068  2 5.000 36.10502325
(-5.6061568, -61.8766402, -34.4288180, -0.8361339, 0.0355571, -0.5326423, -0.1261267, 0.9624424, 0.2083507, 0.3468760, -1.4759383, 0.4137828, -0.5425942, -0.1327575, -0.1278169, -0.0126309, -0.8596394, -0.2238100, -0.3769650, 1.6476630, -0.3740588, 0.3780618, 0.9409648, 1.3182531, -0.3574800, 1.2875783, -0.9877323)    0    0   15.72385091  0 0.400 19.69649523
(-5.5566844, -61.9508431, -34.3207454, -0.8361517, 0.0355675, -0.5326042, -0.1261666, 0.9779616, 0.2160783, 0.3446011, -1.4969711, 0.4214073, -0.5512906, -0.1284587, -0.1409882, -0.0060537, -0.8760274, -0.1964491, -0.3605119, 1.6189340, -0.4026580, 0.4786342, 0.8461606, 1.3765763, -0.3768555, 1.2749384, -0.9732418)    0    0   15.76798836  0 0.400 19.74984468
(-16.8926080, -56.2297812, -41.0535890, -0.6639018, -0.1229044, -0.7237360, -0.1426011, -1.2400107, -0.5936147, 1.2433559, -0.2795474, -0.4325933, 0.5850185, 0.8750315, 0.3380491, 0.9561956, 0.2573862, -0.0731894, -0.6475126, -0.6127759, 0.4018727, -0.9706942, -0.1732396, 0.9759975, -0.8880445, -0.6255848, 0.0713328)    0    0   18.80708567  5 0.400 23.59797246
(-12.6985219, -62.2201951, -29.6715434, 0.0944048, -0.9891971, -0.1041246, 0.0416520, 0.8409519, 1.3233095, 0.0505196, -0.8869399, 1.0489772, 0.4457297, -1.0409577, -0.0660407, 0.4206919, 0.6728886, 1.5910581, 2.2993008, -0.9474258, 0.6524264, 0.5123984, 0.2508618, 0.2084100, -1.1802452, 1.1608995, -0.1105793)    0    0   28.47368808  0 0.400 35.87845113
(-5.5099698, -62.0109378, -33.6771432, -0.8361642, 0.0355747, -0.5325775, -0.1261945, 0.7735792, 0.4519760, 0.3164217, -1.5006764, 0.2579919, -0.4807857, 0.0012546, -0.0181621, -0.1158479, -0.8060807, -0.2321374, -0.3190238, 1.4445589, -0.2776144, 0.2340281, 0.9350797, 1.1878286, -0.3313140, 1.2584041, -0.8666435)    0    0   16.08417502  2 1.120 20.22359953
(-13.0449776, -61.9349606, -30.2453935, 0.0944048, -0.9891971, -0.1041246, 0.0416520, 0.9181631, 1.5167529, 0.0830501, -0.7285566, 1.1082584, 0.1863417, -0.9775741, -0.0872099, 0.1811027, 0.8085004, 1.4372979, 2.1624870, -0.9950525, 0.6443389, 0.6414101, 0.1561988, 0.3554998, -1.1727009, 1.0226291, -0.1663313)    0    0   28.59226917  7 0.240 35.74924381
