-28.057443717 13.054797566 -62.668607877 0.336087176 -0.300209940 0.236257548 0.860872681 1.624596367 -0.236755249 0.038204238 0.569741262 0.167031255 0.592798639 -0.326415878 0.676121057 -0.051594469 -1.365577023 -1.449801674 -0.331369739 0.449302056 1.119048685 -0.534536308 -1.086002750 -0.035328486 -0.960436517 0.955229459 1.458133270
-19.725124064 0.210594541 -70.914668175 0.231027074 0.358806354 -0.607302236 0.670125724 1.074566596 0.290892080 0.614907811 0.354053632 -0.298453719 -1.527872032 0.508186535 0.786201682 -0.612192423 -2.389566943 0.038034753 1.333501214 -0.023391084 -0.649395500 -0.144535120 -0.241255285 -0.735007554 -0.893984067 -0.037483944 -0.156624069
-23.027688892 13.158661841 -65.081512057 -0.613971304 -0.556880657 0.323194839 -0.456583254 -0.160607526 -0.703587257 -0.255813336 0.424417486 -1.623813209 0.660125073 0.478250132 1.166671282 0.155437793 1.715248870 -0.819387647 -1.081423451 0.521061649 -0.645663236 0.325738714 -1.326883652 0.592779326 0.050805102 -0.363328569 -0.659314631
-25.013165047 -0.012556466 -67.785283681 -0.264717159 -0.947951351 -0.175160888 0.025134153 1.195994711 0.027515955 -3.081528021 0.409850533 -0.221528458 1.451666432 1.120108018 -0.643151404 -1.105980054 0.270415976 1.853351786 0.655415613 -2.023678980 0.111930988 -0.307349149 -0.436226838 0.335942024 0.796648583 -0.962129623 0.082062604
-20.660281143 3.928213169 -62.590299795 0.321335784 -0.582151618 0.523794799 0.532430105 -0.370961832 0.766257474 0.272946823 -1.516553068 -1.670872942 -2.292341662 -1.225528443 1.325602854 -1.390153060 -0.046927483 -1.002056349 0.873740378 1.321603530 -0.653090062 -0.371230529 -1.245576160 0.664047414 0.898023223 1.020329728 1.107328337
-23.040620746 6.246587348 -69.535760925 0.557708279 0.471248452 0.316904863 -0.605357481 -1.585013681 -1.046600799 2.234670078 0.736977106 -1.169926711 0.926512877 -0.485769105 -1.278874455 -0.420760809 -1.177690763 -1.163875033 0.780286313 -0.723857593 0.784637687 -0.108358912 -0.568008880 -0.444482450 1.484711213 0.333322530 1.104670325
-32.834711433 3.097232079 -63.447762687 0.570101818 -0.664507280 0.151564036 -0.458739944 -1.356830914 0.464694903 1.025933134 -0.673751066 1.026215753 -2.564141439 0.973530055 1.073337676 -0.548801049 -0.143680342 0.165539805 -1.215225625 0.221486515 0.283847700 -0.382411475 0.183422654 1.049299755 -1.351191662 0.439070703 -0.746802358
-31.056625510 2.799449530 -74.140191793 0.115203603 0.984193234 0.114919946 0.069894310 -1.552471113 -0.319032524 -0.007399794 -1.305429050 -0.665098557 0.184008762 -0.679600559 0.070437531 -0.581075330 0.904567207 -0.643890631 -1.463247578 -0.101311729 -0.568121800 1.127676301 0.649055205 -0.230137216 -1.647367151 -0.761534236 -0.204933160
-26.534897323 1.677607582 -59.888873366 0.945668308 0.139916326 -0.292957773 -0.017624313 -0.248903614 0.514569176 0.391807929 0.348578618 -0.402076059 0.673623273 -1.592974925 1.690727798 -1.093797682 1.977479629 1.618843102 1.576829156 -1.103918626 0.178672062 0.773859532 0.045866439 0.247961070 2.009150543 0.451067530 -0.571263186
-30.354774102 8.128031449 -58.613020540 0.514686296 -0.624687705 0.412223176 -0.418252724 0.366273442 1.301283507 -0.782945618 1.236485851 0.107715559 -0.459723216 -0.068806539 -1.712633476 -0.857662823 0.024314238 0.432915760 -0.744115277 0.563514322 0.393457293 -0.620098837 1.254849764 0.592779079 -0.128139306 -0.001466106 -0.277074138
-25.643699204 4.866609561 -55.819871484 0.409431345 0.518812601 0.502512803 0.557387066 -0.515112041 0.245203345 0.586699425 0.303929625 -0.074408966 -0.201123149 0.673618215 0.400269924 -0.923241967 0.723484785 0.211884803 -0.175936142 0.096551127 1.390782020 -0.563779828 0.572420638 1.808794991 -0.224828773 -0.542165306 -0.059721400
-28.800626002 6.353195517 -56.662195798 0.323292470 0.638062891 0.504427950 0.483642605 -0.453963972 -1.196345892 0.938743733 -0.848168444 0.108687617 -1.490563335 0.153781960 -0.857375161 0.073254475 0.293451371 0.582627690 1.749129760 0.410405340 1.059885442 0.928747493 -0.540602007 -0.285686668 -0.175120610 -0.830689407 0.700900386
-20.255932785 8.371153395 -65.016626125 0.419325353 -0.507499247 -0.465685761 -0.591394567 -0.228032027 0.690625247 0.351960602 0.218540398 -0.204743236 -0.251017265 1.145360037 -1.409218382 -0.861848645 1.069147357 -0.172994165 0.537911093 0.398539664 -1.259566699 1.074249446 0.926391730 1.453360244 0.122132819 0.130537206 0.364485408
-22.619555503 2.551669059 -66.112206629 0.581287403 0.315460132 -0.749889840 -0.015971496 0.423601706 -1.473268732 -0.432709271 0.720579004 0.214114060 -0.733197464 0.388939262 -0.112986033 -0.535370758 0.349867792 -0.980658078 1.310907998 1.187270746 -3.506897240 -0.768505656 0.808986032 -0.589949033 -0.943568070 -0.108744776 0.144951236
-27.002401221 4.827684390 -59.965853061 0.355205456 0.532895118 -0.196011824 -0.742584165 0.768127917 1.277263998 -0.291169806 0.321509592 -0.038547635 -1.254521852 -0.407888426 0.230060367 -0.039165094 -0.828885035 0.299034012 0.687373860 0.938065868 0.332178719 0.784320620 -0.027698795 0.682078554 0.845935863 1.518323029 -0.154786550
-29.571044501 7.634195769 -70.822380184 -0.667216350 0.079332278 -0.738515115 0.055894152 1.691208526 0.300110661 -1.321744766 1.103389070 -0.437564615 -0.573647684 0.946477419 -0.766792751 0.747112906 -0.280381731 0.357461249 -0.825713283 -0.381844637 0.320138623 -1.471689059 -0.333326162 -2.093138983 -0.522439777 -0.251961808 -1.355508467
-26.707167173 -3.453212079 -70.426443423 0.444407127 0.595529258 -0.302435677 0.596975602 -1.043042658 -1.554835686 -0.669508873 0.842310901 -1.005288714 -1.313439779 -1.824204875 0.299117349 0.501585047 1.084649620 -1.810147261 0.562713871 0.003222369 1.019145040 -0.134899336 0.326234288 0.412076521 0.133361900 0.341673249 -0.383698620
