#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(4.1618574, 40.1026326, -3.2054250, 0.0060039, -0.1251591, 0.2476812, -0.9607045, 0.5944977, -0.3140272, -0.1371198, 1.2344920, -0.6361369, -1.2452797, 0.1399920, -1.0404864, 0.2360734, 0.8571925, -0.5493254, -0.9998478, 1.9520584, 1.2133687, 0.3522595, 0.2532315, 0.4405995, -0.7786695, 0.7358188, -1.2126565)    0    0   13.85687379  1 0.680 17.19611336
(-4.2591297, 35.6910697, -14.2289095, 0.8951537, -0.4435937, 0.0293379, 0.0326163, -0.3215360, 0.5887819, 0.9787398, 0.0241203, 0.3285397, 0.7342086, 1.0425595, 0.6186071, 0.8949968, 0.1854492, -0.4252642, -0.7209117, 0.1985195, 1.1478614, 0.5565387, 0.5803000, -0.6117102, -0.1950165, -0.2242327, 0.4443383)    0    0   14.76022901  0 0.480 18.42131502
(-0.2102218, 34.2694007, -9.5284672, -0.5892232, -0.2319508, 0.6052926, -0.4823233, -0.7425860, 0.4210042, -0.4499140, 0.0694805, 1.5335278, -0.4124057, 0.4025436, 0.1212731, 0.7227091, -0.0296191, -0.3036519, -0.0358118, 0.5929276, -0.6233514, 0.3351199, 0.0090550, 0.7243110, -0.2619092, -0.9018439, 1.5434466)    0    0   12.96800443  7 0.560 16.35233532
(-0.9857643, 39.6566957, -6.0526404, 0.7316037, 0.5054791, 0.0013550, 0.4574332, -0.2010552, -0.4366751, 0.1051951, 0.7182756, 0.1377329, -0.5510141, -0.1016544, -0.3243116, -0.3019524, 0.4830401, 1.4046211, -0.5725240, 0.3674814, -0.5816106, 1.6330407, -0.9418223, 1.0293687, 0.5057610, -1.1224622, 1.3916520)    0    0   10.73278316  0 5.000 13.41983206
(-4.0716531, 35.8210449, -14.3718060, 0.8951537, -0.4435937, 0.0293379, 0.0326163, -0.2922851, 0.6061598, 0.9567407, -0.0214574, 0.3441283, 0.7003823, 1.0383172, 0.5624900, 0.8514054, 0.1872135, -0.3293138, -0.6591222, 0.2181859, 1.1505925, 0.4427281, 0.5225229, -0.5313625, -0.1958508, -0.1158468, 0.5225074)    0    0   14.53191242  25 0.000 17.98984248
(-4.0075317, 35.8960717, -14.5176481, 0.8951537, -0.4435937, 0.0293379, 0.0326163, -0.4261997, 0.4866621, 1.0408210, 0.0507106, 0.2872477, 0.7135407, 0.9117653, 0.8621105, 1.0447517, 0.2147949, -0.0869836, -0.4701454, 0.1822016, 1.1128458, 0.3144874, 0.4247948, -0.7098359, -0.3715034, 0.0099453, 0.6147608)    0    0   14.55772299  10 0.000 18.23722848
(0.9497568, 45.6932840, -7.3669506, 0.8257678, 0.3326177, 0.4348643, 0.1355216, 0.2846149, 0.4754187, 0.3756289, -0.4396570, 0.7021259, -2.2952082, -0.4813465, 0.6395930, 0.7410657, -1.0618635, 2.3930324, -0.4439808, -1.0937291, 0.3798988, -1.3330567, 0.6091871, -1.9114470, -0.9557956, -0.4557102, -1.7539214)    0    0   13.05841519  1 5.000 16.35066296
(-0.0402673, 33.5380163, -9.7657319, -0.5892915, -0.2319109, 0.6052720, -0.4822849, -0.8979457, 0.5780283, -0.5005082, 0.2434402, 1.5147979, -0.4424908, 0.3736151, 0.0766135, 0.9087089, -0.0121596, -0.4093808, -0.0932526, 0.6803336, -0.8043758, 0.1985017, 0.0722399, 0.6418873, -0.2453424, -0.6573223, 1.6813537)    0    0   12.35411791  2 0.640 15.19990272
(-0.0169916, 34.0119851, -9.7287303, -0.5892998, -0.2319060, 0.6052695, -0.4822802, -0.7899764, 0.4431423, -0.5787405, 0.3739917, 1.4320010, -0.3985890, 0.3419190, -0.1750322, 0.8784821, 0.0953205, -0.1550727, 0.0355201, 0.6756626, -0.7332116, 0.1595422, 0.0956233, 0.5205895, -0.3871341, -0.7274267, 1.4580587)    0    0   12.86653597  4 0.480 16.10540202
(-4.2319127, 35.5816598, -14.3497288, 0.8951537, -0.4435937, 0.0293379, 0.0326163, -0.2821477, 0.6150400, 0.9511404, -0.0260734, 0.3462594, 0.6980841, 1.0451910, 0.5441123, 0.8402708, 0.1855747, -0.3087630, -0.6720194, 0.2253785, 1.1723572, 0.4466242, 0.5232746, -0.5375899, -0.1952812, -0.0977684, 0.5408718)    0    0   14.89088581  4 0.640 18.73024833
